word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
##ms,0.001,0.003,0.007,0.008,0.007,0.005,0.006,0.007,0.009,0.012,0.018,0.012
Lo,0.001,0.001,0.005,0.006,0.008,0.008,0.006,0.004,0.002,0.004,0.014,0.085
Ernst,0.006,0.002,0.001,0.002,0.003,0.004,0.003,0.004,0.005,0.003,0.001,0.341
Young,0.002,0.002,0.003,0.003,0.003,0.004,0.007,0.009,0.009,0.014,0.024,0.06
denied,0.001,0.001,0.001,0.001,0.002,0.004,0.005,0.005,0.007,0.006,0.008,0.004
##do,0.002,0.016,0.038,0.062,0.083,0.106,0.098,0.095,0.061,0.039,0.02,0.138
allegations,0.003,0.006,0.01,0.009,0.01,0.013,0.034,0.027,0.022,0.022,0.04,0.032
recommendations,0.004,0.004,0.005,0.005,0.006,0.007,0.01,0.012,0.015,0.011,0.01,0.017
##rre,0.001,0.011,0.031,0.038,0.046,0.063,0.067,0.066,0.051,0.036,0.024,0.058
Neither,0.011,0.025,0.062,0.06,0.08,0.095,0.098,0.082,0.078,0.054,0.029,0.031
nor,0.005,0.009,0.009,0.009,0.012,0.015,0.02,0.017,0.018,0.024,0.038,0.071
br,0.001,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.006,0.006,0.011,0.067
##iber,0.003,0.006,0.008,0.009,0.01,0.01,0.009,0.009,0.01,0.01,0.013,0.003
solve,0.001,0.003,0.005,0.006,0.007,0.006,0.012,0.011,0.01,0.008,0.008,0.018
Wolf,0.001,0.004,0.004,0.004,0.005,0.004,0.005,0.005,0.003,0.003,0.009,0.001
##itz,0.001,0.003,0.004,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.006,0.073
Indeed,0.002,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.002,0.002,0.052
admitted,0.014,0.032,0.047,0.054,0.054,0.05,0.065,0.059,0.043,0.031,0.017,0.027
neither,0.012,0.024,0.023,0.026,0.035,0.05,0.058,0.059,0.058,0.063,0.061,0.076
Rogers,0.005,0.002,0.004,0.007,0.014,0.014,0.015,0.015,0.015,0.01,0.007,0.124
helped,0.001,0.005,0.007,0.006,0.009,0.011,0.013,0.007,0.003,0.001,0.001,0.011
bus,0.003,0.006,0.007,0.011,0.012,0.014,0.026,0.03,0.028,0.022,0.02,0.014
accident,0.004,0.005,0.011,0.017,0.02,0.021,0.022,0.021,0.018,0.017,0.017,0.023
covered,0.002,0.008,0.012,0.011,0.011,0.01,0.01,0.01,0.008,0.007,0.017,0.023
69,0.001,0.003,0.002,0.003,0.004,0.007,0.015,0.024,0.021,0.017,0.007,0.042
98,0.009,0.018,0.018,0.016,0.019,0.015,0.014,0.015,0.014,0.014,0.016,0.023
53,0.001,0.005,0.007,0.01,0.012,0.009,0.008,0.008,0.007,0.008,0.025,0.054
02,0.019,0.027,0.042,0.048,0.057,0.065,0.086,0.105,0.106,0.112,0.112,0.054
Disease,0.005,0.031,0.039,0.044,0.047,0.052,0.058,0.039,0.017,0.002,0.024,0.148
Control,0.001,0.001,0.001,0.001,0.003,0.004,0.006,0.005,0.007,0.006,0.012,0.032
##ant,0.002,0.005,0.003,0.004,0.003,0.003,0.004,0.004,0.005,0.004,0.011,0.008
##lum,0.0,0.003,0.006,0.012,0.018,0.023,0.023,0.027,0.026,0.024,0.039,0.015
Three,0.007,0.011,0.012,0.017,0.016,0.016,0.018,0.025,0.024,0.019,0.012,0.284
goes,0.003,0.003,0.005,0.007,0.009,0.012,0.011,0.017,0.02,0.021,0.016,0.005
sniper,0.0,0.002,0.004,0.002,0.003,0.003,0.004,0.003,0.003,0.004,0.011,0.006
shooting,0.002,0.003,0.005,0.006,0.01,0.01,0.011,0.007,0.007,0.007,0.01,0.006
Death,0.007,0.012,0.019,0.024,0.037,0.043,0.056,0.058,0.055,0.045,0.056,0.047
##over,0.002,0.007,0.013,0.012,0.017,0.024,0.03,0.031,0.026,0.022,0.021,0.01
crashes,0.001,0.003,0.006,0.008,0.01,0.008,0.011,0.011,0.008,0.01,0.013,0.022
accounted,0.002,0.008,0.016,0.02,0.011,0.016,0.017,0.028,0.024,0.015,0.004,0.079
82,0.001,0.008,0.006,0.008,0.013,0.009,0.011,0.013,0.017,0.022,0.037,0.032
traffic,0.002,0.004,0.009,0.009,0.007,0.005,0.003,0.003,0.003,0.002,0.01,0.031
deaths,0.001,0.01,0.03,0.02,0.021,0.024,0.037,0.034,0.028,0.018,0.017,0.031
##ali,0.003,0.006,0.013,0.014,0.018,0.017,0.022,0.019,0.013,0.006,0.007,0.05
Labor,0.001,0.001,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.008,0.038,0.013
improvement,0.01,0.014,0.016,0.015,0.021,0.024,0.027,0.032,0.028,0.026,0.026,0.014
reached,0.003,0.007,0.011,0.009,0.01,0.006,0.007,0.004,0.002,0.003,0.005,0.012
fresh,0.005,0.006,0.009,0.01,0.009,0.01,0.012,0.014,0.017,0.015,0.022,0.019
##8,0.003,0.013,0.019,0.023,0.018,0.022,0.022,0.023,0.019,0.016,0.014,0.029
66,0.002,0.011,0.021,0.024,0.028,0.025,0.027,0.031,0.023,0.015,0.011,0.109
Schools,0.018,0.029,0.017,0.023,0.018,0.012,0.012,0.011,0.01,0.006,0.004,0.396
Chancellor,0.009,0.023,0.04,0.049,0.054,0.043,0.045,0.04,0.028,0.025,0.033,0.04
Klein,0.001,0.004,0.004,0.006,0.005,0.007,0.008,0.008,0.012,0.014,0.026,0.027
push,0.004,0.002,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.005,0.013,0.004
standards,0.003,0.004,0.003,0.006,0.011,0.013,0.014,0.019,0.024,0.02,0.007,0.006
##ability,0.004,0.01,0.005,0.005,0.008,0.01,0.01,0.011,0.01,0.015,0.02,0.015
pleased,0.002,0.004,0.008,0.004,0.003,0.002,0.003,0.004,0.004,0.003,0.004,0.016
triple,0.0,0.001,0.001,0.0,0.004,0.005,0.003,0.005,0.002,0.001,0.0,0.025
1950s,0.001,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.0,0.006,0.011
Norway,0.002,0.003,0.003,0.002,0.003,0.003,0.005,0.008,0.008,0.005,0.005,0.011
witness,0.002,0.004,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.001,0.005,0.005
saw,0.003,0.004,0.006,0.009,0.014,0.015,0.019,0.019,0.019,0.016,0.026,0.007
post,0.004,0.004,0.006,0.008,0.009,0.009,0.007,0.005,0.006,0.008,0.017,0.004
trial,0.002,0.007,0.011,0.013,0.016,0.014,0.018,0.016,0.013,0.009,0.013,0.028
##bus,0.002,0.003,0.006,0.012,0.016,0.021,0.019,0.018,0.019,0.02,0.03,0.003
While,0.012,0.007,0.008,0.01,0.009,0.009,0.009,0.008,0.012,0.01,0.011,0.339
Minister,0.002,0.004,0.01,0.017,0.02,0.017,0.017,0.014,0.011,0.007,0.009,0.026
##sha,0.002,0.012,0.029,0.042,0.059,0.084,0.099,0.103,0.089,0.074,0.054,0.125
##ala,0.001,0.019,0.031,0.043,0.042,0.049,0.068,0.069,0.058,0.062,0.076,0.008
Ms,0.003,0.004,0.004,0.01,0.019,0.021,0.03,0.04,0.043,0.041,0.048,0.147
fit,0.001,0.004,0.005,0.005,0.007,0.008,0.01,0.013,0.012,0.011,0.011,0.012
##side,0.001,0.015,0.035,0.049,0.054,0.058,0.058,0.05,0.041,0.027,0.02,0.032
##out,0.001,0.003,0.003,0.012,0.014,0.015,0.014,0.014,0.014,0.013,0.013,0.014
Industry,0.0,0.011,0.008,0.007,0.008,0.005,0.002,0.0,0.004,0.025,0.081,0.084
sue,0.002,0.005,0.004,0.004,0.006,0.008,0.011,0.013,0.014,0.014,0.03,0.023
officers,0.006,0.012,0.018,0.015,0.012,0.013,0.019,0.018,0.016,0.014,0.026,0.037
buying,0.002,0.011,0.007,0.01,0.01,0.01,0.015,0.018,0.012,0.011,0.013,0.03
basically,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.004,0.005,0.002,0.01
wouldn,0.001,0.001,0.001,0.004,0.004,0.004,0.004,0.005,0.01,0.016,0.025,0.016
calls,0.003,0.008,0.021,0.025,0.023,0.019,0.016,0.015,0.013,0.013,0.012,0.024
seeking,0.001,0.002,0.007,0.006,0.004,0.005,0.004,0.004,0.003,0.005,0.005,0.028
57,0.001,0.004,0.003,0.002,0.004,0.004,0.005,0.004,0.005,0.008,0.017,0.014
76,0.009,0.015,0.016,0.02,0.021,0.03,0.03,0.03,0.025,0.018,0.012,0.045
Australian,0.002,0.003,0.006,0.007,0.006,0.005,0.005,0.006,0.007,0.01,0.027,0.016
victims,0.001,0.016,0.019,0.029,0.033,0.032,0.051,0.043,0.034,0.025,0.022,0.054
few,0.001,0.004,0.012,0.017,0.013,0.014,0.019,0.021,0.016,0.013,0.014,0.02
Bali,0.001,0.004,0.008,0.009,0.013,0.013,0.021,0.021,0.024,0.02,0.023,0.011
##nese,0.001,0.003,0.007,0.01,0.01,0.01,0.008,0.009,0.006,0.001,0.002,0.014
row,0.002,0.006,0.015,0.025,0.037,0.035,0.039,0.032,0.014,0.005,0.01,0.089
##an,0.001,0.003,0.002,0.004,0.005,0.009,0.011,0.014,0.02,0.03,0.046,0.009
Baghdad,0.002,0.006,0.007,0.006,0.007,0.007,0.012,0.01,0.008,0.004,0.009,0.009
EU,0.002,0.006,0.007,0.009,0.011,0.01,0.015,0.016,0.016,0.009,0.013,0.02
basis,0.001,0.006,0.017,0.023,0.026,0.044,0.038,0.039,0.027,0.02,0.012,0.044
##sol,0.002,0.01,0.02,0.037,0.051,0.05,0.047,0.043,0.032,0.019,0.015,0.056
##icit,0.007,0.017,0.024,0.042,0.038,0.043,0.046,0.053,0.049,0.038,0.038,0.017
takeover,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.003,0.009
militant,0.001,0.013,0.032,0.018,0.018,0.016,0.025,0.021,0.017,0.011,0.015,0.02
students,0.004,0.006,0.004,0.004,0.002,0.002,0.004,0.004,0.003,0.004,0.009,0.005
backing,0.006,0.012,0.019,0.02,0.02,0.014,0.01,0.009,0.005,0.009,0.016,0.012
protests,0.002,0.005,0.005,0.003,0.003,0.004,0.006,0.006,0.006,0.006,0.01,0.01
banning,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.004,0.005,0.003,0.004,0.017
##ilis,0.004,0.009,0.016,0.023,0.026,0.037,0.041,0.042,0.042,0.031,0.015,0.031
main,0.006,0.01,0.009,0.011,0.011,0.009,0.008,0.009,0.008,0.008,0.01,0.007
adding,0.017,0.018,0.029,0.031,0.035,0.036,0.044,0.053,0.05,0.041,0.023,0.054
Sa,0.002,0.004,0.005,0.005,0.004,0.005,0.005,0.005,0.004,0.004,0.012,0.019
fewer,0.001,0.003,0.004,0.006,0.006,0.005,0.006,0.007,0.007,0.006,0.008,0.018
votes,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.01,0.005
fi,0.001,0.004,0.006,0.009,0.011,0.019,0.021,0.02,0.018,0.013,0.015,0.005
##li,0.002,0.003,0.009,0.011,0.01,0.019,0.035,0.043,0.054,0.054,0.061,0.009
Fr,0.002,0.009,0.012,0.012,0.012,0.01,0.011,0.011,0.007,0.005,0.012,0.053
gradually,0.005,0.005,0.004,0.003,0.004,0.004,0.008,0.011,0.013,0.016,0.023,0.006
preventing,0.026,0.031,0.078,0.08,0.09,0.079,0.089,0.089,0.077,0.05,0.012,0.106
judicial,0.011,0.014,0.014,0.018,0.039,0.035,0.038,0.041,0.039,0.024,0.012,0.025
Since,0.005,0.003,0.006,0.008,0.012,0.007,0.012,0.01,0.01,0.009,0.007,0.227
rack,0.002,0.005,0.011,0.013,0.014,0.014,0.016,0.014,0.009,0.007,0.006,0.039
##quer,0.005,0.02,0.038,0.074,0.088,0.131,0.155,0.178,0.16,0.142,0.103,0.171
47,0.001,0.005,0.009,0.01,0.011,0.008,0.009,0.007,0.007,0.007,0.018,0.043
Ryan,0.003,0.004,0.007,0.01,0.016,0.016,0.016,0.012,0.012,0.015,0.021,0.02
outfielder,0.001,0.004,0.004,0.003,0.007,0.008,0.013,0.013,0.007,0.003,0.015,0.01
High,0.003,0.003,0.003,0.003,0.005,0.006,0.007,0.008,0.008,0.007,0.013,0.019
selected,0.001,0.004,0.006,0.005,0.004,0.003,0.004,0.002,0.001,0.001,0.007,0.005
pick,0.001,0.005,0.007,0.006,0.011,0.009,0.01,0.011,0.011,0.012,0.019,0.016
Chicago,0.002,0.004,0.004,0.006,0.01,0.013,0.013,0.012,0.014,0.016,0.019,0.005
conference,0.001,0.005,0.006,0.006,0.007,0.007,0.014,0.014,0.018,0.018,0.021,0.018
included,0.003,0.003,0.002,0.005,0.005,0.006,0.005,0.006,0.005,0.006,0.009,0.01
invited,0.001,0.003,0.001,0.002,0.002,0.002,0.003,0.003,0.002,0.001,0.003,0.013
Four,0.011,0.015,0.013,0.017,0.017,0.017,0.021,0.028,0.023,0.014,0.008,0.263
pleaded,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.013,0.011
counts,0.002,0.024,0.037,0.052,0.059,0.061,0.062,0.057,0.038,0.035,0.015,0.078
published,0.004,0.011,0.016,0.018,0.017,0.015,0.017,0.019,0.016,0.011,0.011,0.019
Journal,0.002,0.007,0.027,0.037,0.049,0.042,0.038,0.032,0.023,0.02,0.011,0.051
appears,0.004,0.013,0.009,0.009,0.007,0.009,0.015,0.014,0.014,0.015,0.025,0.016
governments,0.004,0.01,0.004,0.003,0.005,0.004,0.006,0.005,0.003,0.004,0.015,0.027
largely,0.008,0.005,0.01,0.012,0.013,0.012,0.013,0.016,0.017,0.017,0.01,0.024
Hurricane,0.005,0.009,0.01,0.014,0.012,0.015,0.019,0.02,0.015,0.015,0.048,0.038
transportation,0.005,0.016,0.02,0.022,0.019,0.019,0.019,0.018,0.011,0.004,0.009,0.05
replacement,0.002,0.004,0.004,0.005,0.004,0.003,0.003,0.003,0.002,0.001,0.004,0.001
combines,0.01,0.008,0.015,0.013,0.013,0.013,0.014,0.013,0.015,0.024,0.032,0.014
##rogen,0.002,0.002,0.004,0.006,0.004,0.003,0.003,0.003,0.005,0.009,0.012,0.012
##ges,0.002,0.01,0.025,0.035,0.048,0.051,0.055,0.051,0.029,0.014,0.023,0.164
breast,0.003,0.029,0.034,0.044,0.041,0.034,0.03,0.017,0.01,0.003,0.002,0.037
combination,0.001,0.002,0.003,0.004,0.008,0.011,0.009,0.008,0.005,0.006,0.013,0.019
##ass,0.001,0.006,0.013,0.016,0.021,0.036,0.038,0.031,0.025,0.02,0.019,0.021
picked,0.004,0.006,0.008,0.005,0.003,0.003,0.002,0.003,0.004,0.001,0.016,0.007
Some,0.012,0.012,0.011,0.024,0.022,0.028,0.034,0.037,0.034,0.028,0.021,0.252
registered,0.004,0.0,0.001,0.002,0.002,0.003,0.002,0.002,0.001,0.0,0.007,0.038
Oct,0.001,0.005,0.007,0.005,0.004,0.002,0.003,0.002,0.001,0.003,0.015,0.019
signed,0.002,0.009,0.014,0.015,0.014,0.008,0.009,0.008,0.008,0.009,0.014,0.019
seconds,0.001,0.003,0.004,0.003,0.003,0.004,0.004,0.005,0.005,0.004,0.006,0.007
##bi,0.002,0.007,0.012,0.015,0.02,0.025,0.028,0.032,0.031,0.022,0.019,0.057
##we,0.001,0.002,0.002,0.003,0.003,0.004,0.005,0.005,0.004,0.006,0.019,0.02
##ze,0.001,0.001,0.002,0.002,0.001,0.006,0.006,0.011,0.018,0.024,0.043,0.004
conclusion,0.003,0.012,0.012,0.016,0.019,0.026,0.025,0.026,0.022,0.016,0.016,0.02
suicide,0.004,0.017,0.029,0.024,0.027,0.024,0.03,0.023,0.018,0.018,0.021,0.059
WHO,0.004,0.012,0.013,0.036,0.043,0.044,0.062,0.063,0.038,0.013,0.015,0.03
experts,0.002,0.003,0.002,0.003,0.003,0.003,0.005,0.004,0.004,0.006,0.018,0.035
didn,0.003,0.004,0.003,0.003,0.004,0.007,0.012,0.01,0.011,0.011,0.011,0.009
rural,0.003,0.005,0.008,0.006,0.006,0.006,0.004,0.004,0.004,0.002,0.004,0.004
areas,0.001,0.003,0.008,0.01,0.008,0.008,0.013,0.01,0.012,0.008,0.01,0.015
Act,0.001,0.01,0.038,0.043,0.031,0.025,0.025,0.025,0.022,0.023,0.027,0.041
##ivist,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.005,0.003,0.006,0.011
gathering,0.002,0.003,0.003,0.002,0.004,0.007,0.009,0.009,0.01,0.008,0.005,0.012
farming,0.007,0.004,0.007,0.006,0.006,0.007,0.009,0.009,0.011,0.007,0.02,0.014
bio,0.002,0.003,0.007,0.014,0.019,0.025,0.028,0.032,0.025,0.013,0.004,0.01
countries,0.002,0.005,0.006,0.004,0.004,0.004,0.006,0.006,0.007,0.01,0.015,0.011
Their,0.005,0.005,0.003,0.006,0.005,0.007,0.012,0.017,0.02,0.014,0.015,0.23
ex,0.004,0.005,0.008,0.011,0.012,0.013,0.015,0.014,0.013,0.01,0.013,0.039
instead,0.003,0.008,0.023,0.022,0.031,0.029,0.025,0.029,0.026,0.017,0.008,0.092
##ian,0.001,0.005,0.01,0.018,0.026,0.035,0.04,0.04,0.037,0.032,0.029,0.02
##ath,0.001,0.003,0.002,0.004,0.007,0.007,0.008,0.007,0.005,0.007,0.024,0.019
Food,0.004,0.004,0.006,0.007,0.009,0.012,0.015,0.017,0.018,0.029,0.042,0.001
Workers,0.001,0.003,0.005,0.006,0.006,0.003,0.003,0.002,0.003,0.001,0.008,0.015
700,0.002,0.005,0.009,0.007,0.01,0.012,0.012,0.009,0.009,0.009,0.021,0.047
outrage,0.002,0.008,0.012,0.012,0.01,0.007,0.009,0.006,0.004,0.004,0.003,0.015
membership,0.003,0.012,0.011,0.013,0.013,0.018,0.019,0.018,0.015,0.011,0.012,0.074
losing,0.004,0.008,0.009,0.01,0.011,0.011,0.015,0.019,0.022,0.019,0.015,0.012
blue,0.003,0.008,0.011,0.015,0.023,0.021,0.02,0.018,0.014,0.011,0.01,0.014
Dow,0.002,0.011,0.016,0.017,0.017,0.017,0.02,0.021,0.017,0.014,0.024,0.017
industrial,0.008,0.018,0.03,0.032,0.035,0.035,0.036,0.036,0.028,0.025,0.032,0.014
DJ,0.024,0.059,0.105,0.113,0.129,0.116,0.111,0.101,0.074,0.047,0.027,0.08
Oklahoma,0.002,0.003,0.006,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.011,0.004
Gas,0.001,0.002,0.006,0.007,0.005,0.005,0.006,0.005,0.009,0.014,0.033,0.002
Energy,0.003,0.003,0.005,0.004,0.003,0.002,0.003,0.004,0.004,0.003,0.009,0.022
Web,0.001,0.005,0.011,0.01,0.01,0.008,0.008,0.004,0.003,0.003,0.009,0.024
Now,0.005,0.012,0.021,0.02,0.02,0.018,0.021,0.02,0.014,0.009,0.013,0.058
husband,0.004,0.003,0.005,0.006,0.007,0.008,0.008,0.007,0.01,0.008,0.014,0.024
63,0.002,0.008,0.011,0.009,0.009,0.006,0.007,0.007,0.008,0.008,0.021,0.038
Roger,0.002,0.002,0.007,0.015,0.015,0.018,0.018,0.019,0.019,0.025,0.032,0.007
faces,0.002,0.019,0.015,0.02,0.025,0.03,0.038,0.042,0.036,0.032,0.025,0.017
indictment,0.001,0.0,0.001,0.002,0.0,0.0,0.001,0.001,0.002,0.004,0.005,0.003
Philippine,0.002,0.004,0.006,0.008,0.01,0.01,0.014,0.018,0.017,0.01,0.029,0.028
suspect,0.001,0.004,0.007,0.01,0.011,0.01,0.011,0.008,0.007,0.008,0.016,0.009
Bar,0.001,0.006,0.017,0.02,0.021,0.022,0.023,0.027,0.021,0.013,0.018,0.004
##bin,0.004,0.002,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.0,0.002,0.018
comments,0.003,0.006,0.011,0.012,0.013,0.015,0.026,0.021,0.021,0.023,0.029,0.017
##ial,0.003,0.012,0.028,0.029,0.032,0.033,0.038,0.04,0.035,0.029,0.022,0.038
Conference,0.008,0.016,0.019,0.025,0.026,0.027,0.035,0.031,0.021,0.012,0.01,0.029
Expo,0.004,0.004,0.004,0.006,0.009,0.019,0.025,0.028,0.023,0.021,0.031,0.029
Science,0.009,0.012,0.016,0.018,0.016,0.018,0.017,0.015,0.012,0.008,0.015,0.017
Agriculture,0.004,0.006,0.007,0.005,0.006,0.006,0.006,0.005,0.004,0.003,0.007,0.014
Secretary,0.002,0.003,0.004,0.008,0.011,0.011,0.014,0.014,0.016,0.011,0.011,0.014
Yesterday,0.003,0.017,0.015,0.015,0.014,0.012,0.014,0.014,0.014,0.025,0.046,0.027
54,0.002,0.017,0.024,0.02,0.025,0.025,0.02,0.019,0.014,0.013,0.029,0.041
Amazon,0.007,0.008,0.009,0.008,0.01,0.008,0.008,0.01,0.008,0.009,0.02,0.023
Market,0.002,0.007,0.015,0.023,0.02,0.015,0.015,0.014,0.009,0.008,0.015,0.024
Prince,0.003,0.01,0.026,0.024,0.022,0.017,0.019,0.02,0.014,0.016,0.025,0.027
Sandy,0.008,0.016,0.02,0.033,0.044,0.051,0.057,0.052,0.031,0.017,0.009,0.143
Wei,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.007,0.034,0.027
##iti,0.001,0.001,0.004,0.006,0.01,0.007,0.007,0.009,0.009,0.006,0.009,0.014
##group,0.001,0.017,0.038,0.065,0.086,0.12,0.113,0.112,0.073,0.039,0.018,0.062
global,0.003,0.005,0.007,0.009,0.01,0.008,0.009,0.01,0.008,0.004,0.009,0.005
investment,0.003,0.008,0.012,0.015,0.018,0.019,0.027,0.026,0.027,0.026,0.034,0.009
CEO,0.001,0.003,0.006,0.007,0.009,0.008,0.01,0.011,0.01,0.006,0.005,0.022
gold,0.001,0.005,0.004,0.005,0.005,0.004,0.004,0.005,0.007,0.006,0.005,0.004
60,0.002,0.003,0.007,0.006,0.008,0.009,0.005,0.003,0.003,0.007,0.023,0.027
Canada,0.002,0.004,0.003,0.003,0.002,0.005,0.007,0.008,0.007,0.004,0.01,0.018
focus,0.006,0.01,0.011,0.011,0.012,0.014,0.015,0.016,0.017,0.013,0.013,0.016
tries,0.003,0.005,0.006,0.006,0.006,0.004,0.005,0.006,0.009,0.01,0.004,0.007
stay,0.002,0.003,0.005,0.009,0.011,0.012,0.016,0.013,0.011,0.012,0.018,0.01
75,0.001,0.008,0.009,0.01,0.011,0.008,0.01,0.01,0.009,0.008,0.013,0.042
##ging,0.003,0.004,0.003,0.005,0.003,0.002,0.003,0.005,0.008,0.01,0.01,0.009
failed,0.001,0.002,0.005,0.004,0.004,0.004,0.006,0.004,0.003,0.006,0.032,0.007
violate,0.001,0.007,0.004,0.002,0.002,0.002,0.004,0.007,0.007,0.007,0.008,0.027
Fifth,0.006,0.026,0.048,0.073,0.075,0.088,0.105,0.121,0.096,0.05,0.001,0.153
Amendment,0.025,0.034,0.046,0.069,0.072,0.087,0.101,0.103,0.098,0.092,0.098,0.31
Law,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.016,0.043
path,0.003,0.007,0.008,0.008,0.009,0.009,0.012,0.013,0.012,0.016,0.035,0.008
##laus,0.014,0.04,0.081,0.13,0.155,0.171,0.177,0.163,0.119,0.079,0.03,0.215
Judge,0.001,0.002,0.006,0.015,0.026,0.024,0.029,0.027,0.017,0.008,0.01,0.081
##lam,0.001,0.034,0.045,0.056,0.082,0.085,0.084,0.077,0.058,0.038,0.019,0.075
Peterson,0.0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.01,0.022
sessions,0.006,0.011,0.031,0.023,0.022,0.016,0.017,0.016,0.014,0.02,0.038,0.046
58,0.001,0.012,0.016,0.018,0.022,0.02,0.025,0.029,0.017,0.009,0.014,0.154
71,0.001,0.001,0.0,0.0,0.001,0.004,0.008,0.011,0.012,0.017,0.039,0.018
Tor,0.0,0.001,0.007,0.01,0.008,0.006,0.008,0.01,0.011,0.007,0.005,0.106
##la,0.002,0.003,0.008,0.008,0.009,0.007,0.008,0.011,0.016,0.023,0.033,0.005
struck,0.001,0.005,0.003,0.003,0.002,0.003,0.004,0.007,0.013,0.022,0.044,0.04
able,0.002,0.004,0.007,0.009,0.009,0.009,0.008,0.01,0.011,0.009,0.011,0.019
Constitution,0.009,0.019,0.023,0.028,0.035,0.033,0.041,0.038,0.032,0.027,0.027,0.036
marketing,0.0,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.02,0.007
##ves,0.003,0.006,0.007,0.008,0.008,0.009,0.015,0.019,0.023,0.024,0.022,0.013
##tment,0.012,0.05,0.085,0.107,0.116,0.121,0.122,0.121,0.096,0.063,0.016,0.151
charitable,0.001,0.006,0.01,0.013,0.01,0.009,0.009,0.007,0.003,0.001,0.003,0.031
donations,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.019
Di,0.002,0.003,0.007,0.01,0.012,0.01,0.01,0.01,0.012,0.012,0.017,0.025
don,0.006,0.012,0.018,0.023,0.023,0.019,0.02,0.018,0.019,0.016,0.017,0.038
talking,0.002,0.007,0.007,0.01,0.011,0.014,0.021,0.024,0.024,0.018,0.012,0.016
follow,0.003,0.005,0.007,0.012,0.008,0.006,0.007,0.01,0.008,0.008,0.014,0.015
Pa,0.003,0.005,0.006,0.006,0.007,0.007,0.011,0.014,0.022,0.023,0.031,0.02
##sh,0.0,0.001,0.005,0.008,0.011,0.014,0.017,0.015,0.014,0.027,0.053,0.021
immigration,0.002,0.003,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0.004,0.016,0.012
violations,0.001,0.001,0.001,0.001,0.0,0.001,0.002,0.005,0.006,0.002,0.003,0.026
investigated,0.003,0.05,0.06,0.038,0.041,0.04,0.064,0.032,0.02,0.016,0.039,0.031
investigation,0.003,0.003,0.005,0.006,0.009,0.007,0.011,0.012,0.01,0.006,0.013,0.01
administrative,0.007,0.006,0.006,0.005,0.004,0.003,0.003,0.004,0.004,0.005,0.009,0.005
bar,0.002,0.006,0.008,0.009,0.008,0.009,0.013,0.016,0.018,0.013,0.016,0.011
smoking,0.007,0.009,0.011,0.013,0.016,0.016,0.019,0.019,0.019,0.018,0.014,0.009
clubs,0.003,0.007,0.009,0.01,0.014,0.012,0.017,0.021,0.022,0.022,0.021,0.021
regulation,0.003,0.006,0.006,0.007,0.007,0.007,0.007,0.01,0.009,0.01,0.013,0.005
transaction,0.004,0.004,0.003,0.003,0.004,0.004,0.005,0.007,0.007,0.004,0.01,0.005
Hands,0.002,0.005,0.04,0.045,0.048,0.046,0.059,0.063,0.047,0.038,0.024,0.089
Palm,0.003,0.004,0.006,0.008,0.006,0.004,0.004,0.002,0.002,0.002,0.01,0.007
##off,0.001,0.003,0.004,0.005,0.007,0.004,0.005,0.004,0.005,0.007,0.009,0.019
sold,0.003,0.009,0.009,0.009,0.01,0.009,0.011,0.007,0.005,0.006,0.006,0.003
##har,0.004,0.008,0.01,0.014,0.011,0.013,0.016,0.015,0.016,0.009,0.01,0.01
facilities,0.002,0.003,0.006,0.005,0.005,0.004,0.009,0.01,0.015,0.012,0.016,0.012
approved,0.001,0.007,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.002,0.004,0.007
FDA,0.001,0.005,0.004,0.006,0.008,0.013,0.021,0.038,0.033,0.016,0.01,0.018
nightclub,0.008,0.013,0.013,0.013,0.015,0.02,0.027,0.037,0.034,0.034,0.04,0.027
bombings,0.002,0.005,0.006,0.006,0.009,0.01,0.021,0.021,0.024,0.015,0.017,0.027
