word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
many,0.021,0.948,0.996,0.995,0.994,0.992,0.989,0.984,0.978,0.967,0.925,0.752
used,0.069,0.016,0.022,0.019,0.021,0.02,0.015,0.019,0.018,0.022,0.087,0.765
nuclear,0.036,0.006,0.986,0.985,0.981,0.976,0.97,0.959,0.935,0.881,0.705,0.752
weapons,0.037,0.015,0.014,0.012,0.011,0.012,0.016,0.017,0.016,0.015,0.021,0.769
about,0.052,0.008,0.975,0.967,0.959,0.945,0.927,0.896,0.859,0.756,0.348,0.813
say,0.015,0.901,0.994,0.991,0.99,0.987,0.983,0.977,0.969,0.952,0.863,0.809
mean,0.011,0.973,0.998,0.996,0.996,0.994,0.993,0.99,0.988,0.983,0.962,0.857
care,0.02,0.925,0.994,0.992,0.991,0.988,0.986,0.981,0.974,0.963,0.921,0.826
bothered,0.026,0.004,0.014,0.006,0.013,0.019,0.005,0.007,0.011,0.016,0.087,0.716
concerned,0.056,0.018,0.032,0.013,0.016,0.01,0.011,0.02,0.033,0.025,0.085,0.741
take,0.199,0.99,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.991,0.936
points,0.087,0.035,0.029,0.035,0.028,0.034,0.028,0.032,0.04,0.036,0.062,0.796
game,0.043,0.024,0.026,0.026,0.023,0.022,0.015,0.02,0.03,0.031,0.074,0.603
at,0.038,0.004,0.941,0.925,0.907,0.866,0.814,0.724,0.623,0.406,0.219,0.783
time,0.01,0.949,0.995,0.993,0.99,0.987,0.984,0.978,0.971,0.958,0.912,0.728
expresses,0.036,0.021,0.043,0.054,0.046,0.027,0.031,0.046,0.09,0.096,0.29,0.457
team,0.06,0.025,0.023,0.035,0.017,0.016,0.013,0.016,0.037,0.036,0.097,0.616
individual,0.058,0.023,0.017,0.024,0.015,0.012,0.009,0.008,0.015,0.01,0.051,0.794
contest,0.072,0.013,0.022,0.022,0.025,0.017,0.021,0.027,0.043,0.051,0.154,0.569
so,0.027,0.986,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.992,0.985,0.859
block,0.039,0.043,0.038,0.035,0.025,0.033,0.033,0.053,0.058,0.029,0.053,0.612
truth,0.067,0.061,0.044,0.043,0.023,0.02,0.024,0.016,0.008,0.008,0.037,0.612
prevent,0.015,0.985,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.992,0.982,0.797
distribution,0.031,0.012,0.028,0.01,0.022,0.017,0.021,0.034,0.041,0.053,0.119,0.742
political,0.076,0.018,0.02,0.014,0.018,0.013,0.012,0.018,0.02,0.018,0.017,0.748
religious,0.007,0.984,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.99,0.915
moral,0.03,0.019,0.021,0.008,0.006,0.003,0.003,0.011,0.03,0.043,0.03,0.677
meeting,0.041,0.017,0.022,0.014,0.015,0.011,0.017,0.023,0.034,0.029,0.098,0.748
electrical,0.011,0.824,0.995,0.994,0.992,0.989,0.985,0.979,0.972,0.955,0.86,0.596
connection,0.074,0.033,0.033,0.033,0.024,0.019,0.019,0.025,0.026,0.023,0.05,0.81
between,0.065,0.016,0.024,0.019,0.016,0.01,0.01,0.021,0.029,0.036,0.128,0.771
earth,0.051,0.045,0.041,0.038,0.034,0.02,0.026,0.029,0.047,0.046,0.104,0.542
large,0.052,0.05,0.054,0.066,0.02,0.013,0.011,0.015,0.015,0.011,0.084,0.59
conducting,0.039,0.008,0.02,0.012,0.016,0.009,0.006,0.007,0.017,0.023,0.089,0.712
such,0.039,0.013,0.02,0.02,0.017,0.02,0.017,0.02,0.032,0.032,0.115,0.738
taken,0.06,0.011,0.017,0.021,0.016,0.012,0.019,0.022,0.035,0.039,0.104,0.727
zero,0.011,0.058,0.048,0.031,0.014,0.018,0.023,0.034,0.025,0.006,0.063,0.537
voltage,0.026,0.017,0.02,0.014,0.017,0.015,0.026,0.041,0.082,0.098,0.198,0.55
agent,0.052,0.017,0.024,0.033,0.019,0.013,0.015,0.035,0.041,0.049,0.216,0.679
activity,0.006,0.977,0.998,0.998,0.997,0.996,0.996,0.994,0.992,0.989,0.975,0.835
famous,0.104,0.022,0.064,0.07,0.054,0.03,0.022,0.009,0.013,0.028,0.16,0.483
fictional,0.091,0.031,0.043,0.049,0.057,0.026,0.05,0.086,0.091,0.092,0.142,0.636
well,0.015,0.913,0.994,0.99,0.987,0.983,0.979,0.972,0.963,0.947,0.876,0.852
known,0.082,0.016,0.015,0.01,0.008,0.008,0.008,0.019,0.014,0.011,0.087,0.779
person,0.013,0.164,0.992,0.99,0.986,0.981,0.977,0.965,0.954,0.934,0.766,0.778
who,0.038,0.007,0.97,0.96,0.95,0.939,0.916,0.878,0.827,0.694,0.329,0.831
controls,0.043,0.025,0.068,0.043,0.049,0.033,0.051,0.054,0.052,0.058,0.133,0.746
machine,0.057,0.045,0.043,0.049,0.03,0.018,0.015,0.022,0.013,0.017,0.028,0.691
some,0.017,0.973,0.998,0.997,0.996,0.995,0.994,0.992,0.989,0.982,0.962,0.803
find,0.004,0.98,0.998,0.998,0.998,0.997,0.996,0.995,0.993,0.989,0.975,0.862
indicate,0.751,0.991,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.887
site,0.04,0.011,0.012,0.014,0.009,0.014,0.013,0.014,0.013,0.012,0.025,0.803
instrument,0.049,0.012,0.032,0.025,0.045,0.02,0.019,0.021,0.039,0.033,0.126,0.635
survey,0.044,0.007,0.007,0.007,0.011,0.012,0.012,0.021,0.041,0.054,0.155,0.66
engage,0.099,0.988,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.987,0.838
activities,0.042,0.011,0.036,0.029,0.047,0.027,0.041,0.056,0.088,0.075,0.145,0.806
illegal,0.003,0.983,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.993,0.987,0.871
nature,0.046,0.031,0.032,0.022,0.01,0.012,0.01,0.019,0.013,0.015,0.038,0.738
agreement,0.048,0.021,0.03,0.02,0.014,0.015,0.019,0.036,0.04,0.05,0.152,0.754
secret,0.016,0.019,0.022,0.007,0.011,0.009,0.01,0.013,0.008,0.011,0.046,0.595
towards,0.046,0.017,0.025,0.024,0.029,0.022,0.022,0.03,0.038,0.041,0.145,0.773
purpose,0.042,0.016,0.011,0.015,0.009,0.014,0.014,0.017,0.012,0.009,0.056,0.753
equivalent,0.068,0.031,0.032,0.027,0.02,0.034,0.028,0.023,0.025,0.044,0.156,0.547
have,0.012,0.978,0.998,0.997,0.997,0.995,0.994,0.992,0.989,0.984,0.966,0.843
same,0.041,0.02,0.038,0.03,0.019,0.016,0.013,0.023,0.022,0.018,0.048,0.645
effect,0.06,0.019,0.024,0.037,0.03,0.023,0.024,0.03,0.024,0.021,0.062,0.722
survive,0.057,0.029,0.055,0.024,0.054,0.018,0.013,0.004,0.02,0.031,0.091,0.676
pulling,0.043,0.023,0.036,0.022,0.041,0.021,0.029,0.045,0.077,0.077,0.191,0.622
money,0.021,0.942,0.996,0.996,0.994,0.992,0.991,0.986,0.981,0.972,0.937,0.8
voluntary,0.002,0.082,0.084,0.119,0.069,0.051,0.047,0.02,0.006,0.005,0.181,0.541
gift,0.049,0.012,0.05,0.026,0.047,0.019,0.04,0.034,0.04,0.033,0.113,0.33
ideas,0.028,0.004,0.007,0.004,0.01,0.009,0.016,0.017,0.008,0.006,0.016,0.886
made,0.056,0.018,0.029,0.029,0.017,0.019,0.015,0.017,0.02,0.028,0.061,0.729
sudden,0.016,0.022,0.022,0.032,0.031,0.01,0.007,0.016,0.044,0.067,0.203,0.542
emotional,0.085,0.015,0.021,0.039,0.051,0.055,0.055,0.06,0.091,0.061,0.118,0.625
loud,0.099,0.031,0.028,0.058,0.04,0.04,0.059,0.058,0.052,0.042,0.094,0.492
emotion,0.061,0.005,0.014,0.012,0.003,0.009,0.009,0.016,0.019,0.022,0.059,0.669
when,0.008,0.981,0.998,0.998,0.998,0.997,0.995,0.994,0.992,0.986,0.968,0.856
go,0.146,0.989,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.988,0.914
restore,0.637,0.991,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.934
revive,0.014,0.013,0.01,0.016,0.005,0.02,0.005,0.014,0.004,0.016,0.058,0.763
previous,0.045,0.027,0.07,0.048,0.025,0.028,0.037,0.047,0.066,0.061,0.144,0.84
settlement,0.006,0.983,0.999,0.998,0.998,0.997,0.996,0.995,0.994,0.991,0.979,0.773
distant,0.071,0.029,0.029,0.022,0.016,0.019,0.027,0.015,0.017,0.005,0.013,0.811
their,0.026,0.932,0.996,0.995,0.993,0.991,0.987,0.98,0.972,0.956,0.905,0.81
settle,0.5,0.99,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.864
far,0.02,0.031,0.039,0.044,0.031,0.02,0.023,0.028,0.026,0.029,0.037,0.738
home,0.039,0.026,0.019,0.019,0.013,0.017,0.016,0.026,0.025,0.022,0.044,0.693
but,0.006,0.984,0.999,0.998,0.998,0.998,0.997,0.995,0.993,0.989,0.978,0.891
maintain,0.142,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.99,0.802
ties,0.019,0.011,0.013,0.014,0.005,0.004,0.006,0.018,0.011,0.003,0.089,0.671
remain,0.056,0.034,0.035,0.038,0.019,0.021,0.01,0.012,0.015,0.02,0.073,0.639
are,0.052,0.006,0.956,0.939,0.926,0.901,0.866,0.812,0.721,0.515,0.237,0.754
under,0.05,0.026,0.03,0.037,0.029,0.028,0.025,0.026,0.028,0.032,0.057,0.597
system,0.017,0.929,0.995,0.994,0.993,0.99,0.988,0.984,0.978,0.968,0.923,0.79
government,0.011,0.975,0.998,0.997,0.997,0.996,0.995,0.993,0.99,0.986,0.972,0.828
The,0.828,0.992,0.999,1.0,0.999,0.999,0.999,0.999,0.999,0.998,0.995,0.776
discovery,0.041,0.033,0.022,0.014,0.013,0.007,0.012,0.014,0.019,0.03,0.068,0.646
exhibition,0.023,0.001,0.011,0.012,0.025,0.011,0.008,0.01,0.017,0.01,0.043,0.783
formal,0.034,0.012,0.015,0.023,0.03,0.012,0.015,0.027,0.065,0.065,0.213,0.431
series,0.051,0.014,0.012,0.016,0.017,0.021,0.023,0.022,0.033,0.032,0.054,0.771
statements,0.029,0.026,0.022,0.015,0.005,0.004,0.015,0.013,0.028,0.023,0.114,0.652
showing,0.003,0.979,0.998,0.998,0.997,0.996,0.995,0.994,0.992,0.988,0.97,0.712
true,0.034,0.948,0.996,0.995,0.994,0.992,0.989,0.985,0.979,0.97,0.93,0.756
else,0.054,0.018,0.012,0.019,0.025,0.041,0.046,0.056,0.036,0.018,0.056,0.691
necessarily,0.044,0.011,0.012,0.008,0.012,0.015,0.022,0.028,0.018,0.006,0.009,0.568
follows,0.025,0.006,0.012,0.012,0.033,0.015,0.02,0.022,0.05,0.046,0.142,0.693
enter,0.064,0.988,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.989,0.914
involved,0.069,0.029,0.022,0.031,0.021,0.017,0.019,0.032,0.036,0.032,0.149,0.624
condition,0.032,0.029,0.033,0.024,0.023,0.023,0.026,0.022,0.024,0.015,0.044,0.706
project,0.044,0.033,0.033,0.024,0.01,0.008,0.006,0.008,0.007,0.011,0.024,0.678
do,0.009,0.974,0.998,0.997,0.996,0.995,0.993,0.991,0.988,0.983,0.965,0.779
units,0.05,0.008,0.019,0.01,0.02,0.011,0.012,0.019,0.016,0.014,0.016,0.732
express,0.532,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.951
weight,0.019,0.009,0.016,0.007,0.007,0.007,0.01,0.016,0.013,0.021,0.04,0.734
concern,0.065,0.019,0.016,0.016,0.014,0.01,0.014,0.018,0.049,0.052,0.177,0.692
affair,0.074,0.011,0.018,0.016,0.007,0.01,0.006,0.007,0.015,0.018,0.059,0.739
thought,0.048,0.022,0.03,0.022,0.018,0.013,0.015,0.021,0.021,0.018,0.048,0.713
strong,0.055,0.017,0.017,0.023,0.012,0.012,0.012,0.016,0.018,0.018,0.062,0.595
sexual,0.044,0.038,0.038,0.049,0.012,0.005,0.005,0.006,0.011,0.018,0.048,0.595
feel,0.328,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.995,0.99,0.94
desire,0.038,0.016,0.027,0.004,0.015,0.01,0.013,0.016,0.027,0.022,0.096,0.683
want,0.03,0.773,0.995,0.993,0.991,0.988,0.984,0.978,0.972,0.956,0.859,0.773
strongly,0.018,0.003,0.0,0.015,0.008,0.032,0.013,0.022,0.028,0.062,0.078,0.651
expression,0.085,0.008,0.012,0.009,0.016,0.012,0.019,0.046,0.057,0.041,0.197,0.78
character,0.088,0.023,0.016,0.051,0.032,0.024,0.038,0.05,0.067,0.055,0.059,0.756
separate,0.013,0.981,0.999,0.998,0.998,0.997,0.996,0.995,0.993,0.99,0.976,0.802
writing,0.062,0.025,0.027,0.022,0.023,0.017,0.019,0.023,0.028,0.027,0.102,0.664
facility,0.012,0.985,0.999,0.999,0.998,0.998,0.997,0.997,0.995,0.992,0.984,0.786
secure,0.227,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.992,0.867
often,0.079,0.02,0.042,0.043,0.022,0.025,0.029,0.025,0.023,0.034,0.093,0.819
where,0.011,0.972,0.998,0.997,0.996,0.995,0.994,0.991,0.989,0.983,0.962,0.868
emit,0.804,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.914
noise,0.077,0.024,0.028,0.025,0.031,0.017,0.03,0.043,0.092,0.077,0.232,0.833
sound,0.003,0.983,0.999,0.998,0.998,0.997,0.997,0.996,0.994,0.992,0.984,0.899
contact,0.033,0.006,0.013,0.016,0.019,0.014,0.014,0.026,0.017,0.01,0.031,0.795
possibly,0.013,0.029,0.01,0.015,0.014,0.024,0.026,0.035,0.053,0.069,0.242,0.745
out,0.041,0.034,0.035,0.038,0.031,0.044,0.03,0.021,0.028,0.029,0.036,0.688
information,0.062,0.015,0.019,0.014,0.016,0.012,0.016,0.015,0.02,0.019,0.038,0.79
understand,0.042,0.022,0.025,0.02,0.023,0.014,0.025,0.032,0.071,0.067,0.208,0.652
realize,0.662,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.992,0.934
get,0.142,0.988,0.999,0.999,0.999,0.999,0.998,0.997,0.997,0.994,0.989,0.953
know,0.022,0.923,0.996,0.993,0.992,0.989,0.986,0.981,0.976,0.965,0.902,0.822
aware,0.039,0.016,0.027,0.027,0.014,0.013,0.012,0.014,0.012,0.015,0.089,0.727
head,0.009,0.951,0.996,0.994,0.993,0.991,0.989,0.984,0.978,0.968,0.912,0.751
country,0.043,0.022,0.034,0.04,0.036,0.04,0.036,0.026,0.026,0.018,0.046,0.649
chief,0.028,0.009,0.02,0.03,0.018,0.017,0.022,0.022,0.025,0.029,0.058,0.684
executive,0.015,0.985,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.993,0.983,0.84
republic,0.062,0.017,0.02,0.018,0.021,0.013,0.037,0.053,0.046,0.009,0.019,0.8
lips,0.043,0.027,0.033,0.039,0.031,0.053,0.017,0.015,0.02,0.015,0.045,0.593
touch,0.673,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.927
press,0.028,0.028,0.033,0.026,0.02,0.017,0.013,0.009,0.013,0.012,0.028,0.702
against,0.049,0.024,0.023,0.023,0.018,0.026,0.021,0.021,0.025,0.019,0.087,0.768
mouth,0.022,0.035,0.026,0.014,0.008,0.006,0.004,0.017,0.012,0.013,0.043,0.738
other,0.036,0.006,0.973,0.962,0.947,0.93,0.912,0.874,0.817,0.686,0.336,0.68
love,0.04,0.022,0.029,0.038,0.018,0.016,0.013,0.012,0.015,0.024,0.032,0.518
etc,0.046,0.021,0.018,0.015,0.01,0.011,0.029,0.044,0.023,0.026,0.072,0.855
natural,0.046,0.053,0.043,0.045,0.021,0.012,0.011,0.014,0.021,0.023,0.096,0.563
force,0.019,0.101,0.99,0.986,0.982,0.978,0.973,0.962,0.948,0.923,0.766,0.717
drawing,0.053,0.028,0.026,0.025,0.059,0.047,0.066,0.08,0.135,0.136,0.244,0.591
change,0.449,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.99,0.919
decrease,0.053,0.007,0.02,0.016,0.037,0.022,0.044,0.054,0.069,0.064,0.102,0.627
gradual,0.649,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.991,0.903
charge,0.018,0.975,0.997,0.997,0.996,0.995,0.994,0.992,0.989,0.984,0.963,0.801
current,0.068,0.016,0.02,0.022,0.018,0.022,0.024,0.023,0.013,0.011,0.03,0.693
evaluation,0.041,0.014,0.023,0.022,0.016,0.014,0.014,0.021,0.039,0.054,0.141,0.534
estimation,0.045,0.012,0.014,0.003,0.018,0.026,0.016,0.016,0.021,0.009,0.065,0.784
worth,0.063,0.043,0.023,0.014,0.011,0.014,0.013,0.011,0.014,0.011,0.032,0.849
grade,0.041,0.012,0.031,0.052,0.008,0.01,0.018,0.044,0.062,0.05,0.074,0.719
letter,0.039,0.031,0.031,0.032,0.026,0.018,0.016,0.02,0.021,0.014,0.069,0.343
indicating,0.02,0.004,0.01,0.005,0.013,0.012,0.01,0.014,0.032,0.028,0.147,0.579
student,0.057,0.031,0.018,0.015,0.011,0.012,0.014,0.014,0.016,0.019,0.022,0.716
responsibility,0.043,0.03,0.038,0.037,0.014,0.019,0.007,0.01,0.02,0.025,0.132,0.676
managing,0.02,0.044,0.053,0.011,0.01,0.008,0.015,0.027,0.032,0.032,0.115,0.816
rush,0.036,0.004,0.012,0.017,0.027,0.044,0.046,0.058,0.059,0.045,0.186,0.861
toward,0.06,0.013,0.028,0.025,0.053,0.03,0.037,0.056,0.083,0.08,0.164,0.559
fail,0.773,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.935
suffer,0.798,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.993,0.945
failure,0.091,0.985,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.993,0.986,0.822
property,0.054,0.028,0.022,0.021,0.014,0.015,0.017,0.016,0.018,0.018,0.037,0.737
An,0.812,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.887
text,0.028,0.03,0.021,0.026,0.024,0.015,0.019,0.03,0.028,0.024,0.046,0.826
corresponding,0.006,0.019,0.007,0.008,0.057,0.013,0.023,0.045,0.036,0.024,0.052,0.546
note,0.072,0.021,0.053,0.032,0.02,0.023,0.006,0.008,0.018,0.015,0.103,0.621
source,0.003,0.982,0.998,0.998,0.997,0.997,0.996,0.995,0.993,0.99,0.98,0.838
quoted,0.014,0.007,0.012,0.031,0.014,0.006,0.021,0.038,0.089,0.194,0.534,0.615
passage,0.046,0.051,0.05,0.026,0.041,0.03,0.03,0.045,0.054,0.05,0.161,0.571
instance,0.032,0.017,0.018,0.021,0.028,0.038,0.03,0.035,0.02,0.017,0.071,0.337
visual,0.005,0.985,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.989,0.863
perception,0.028,0.017,0.016,0.021,0.008,0.017,0.013,0.025,0.019,0.012,0.023,0.751
followed,0.06,0.038,0.053,0.045,0.041,0.022,0.035,0.058,0.061,0.087,0.186,0.696
`,0.067,0.035,0.016,0.019,0.018,0.011,0.014,0.018,0.028,0.023,0.046,0.639
amount,0.012,0.975,0.998,0.997,0.997,0.996,0.995,0.992,0.99,0.987,0.967,0.796
forth,0.055,0.064,0.051,0.061,0.033,0.037,0.035,0.069,0.053,0.029,0.189,0.706
sway,0.274,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.989,0.829
better,0.032,0.018,0.018,0.024,0.02,0.014,0.017,0.018,0.018,0.017,0.045,0.661
A,0.852,0.993,1.0,1.0,1.0,0.999,0.999,0.999,0.999,0.998,0.995,0.897
marking,0.062,0.01,0.026,0.025,0.024,0.025,0.053,0.035,0.04,0.009,0.086,0.929
admission,0.102,0.016,0.013,0.01,0.012,0.006,0.004,0.01,0.016,0.025,0.09,0.747
community,0.027,0.051,0.035,0.029,0.022,0.019,0.011,0.014,0.017,0.017,0.015,0.742
admitting,0.011,0.029,0.073,0.013,0.038,0.02,0.029,0.049,0.09,0.075,0.143,0.425
full,0.046,0.025,0.024,0.023,0.026,0.016,0.013,0.016,0.021,0.018,0.05,0.655
participation,0.092,0.03,0.028,0.042,0.015,0.021,0.014,0.024,0.032,0.027,0.074,0.795
church,0.103,0.033,0.03,0.045,0.024,0.025,0.024,0.025,0.039,0.032,0.037,0.645
regard,0.405,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.99,0.864
location,0.024,0.967,0.997,0.997,0.996,0.995,0.994,0.991,0.988,0.984,0.969,0.825
single,0.034,0.029,0.02,0.025,0.009,0.007,0.008,0.021,0.031,0.022,0.069,0.778
command,0.038,0.02,0.033,0.019,0.022,0.019,0.023,0.033,0.058,0.044,0.091,0.496
Change,0.799,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.941
give,0.664,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.959
receive,0.035,0.007,0.013,0.012,0.01,0.017,0.009,0.011,0.016,0.023,0.05,0.541
stop,0.009,0.975,0.998,0.997,0.997,0.995,0.994,0.992,0.989,0.984,0.968,0.808
placed,0.04,0.03,0.022,0.031,0.035,0.031,0.026,0.032,0.011,0.004,0.012,0.776
sentence,0.053,0.025,0.024,0.029,0.014,0.015,0.018,0.019,0.025,0.039,0.138,0.694
drug,0.008,0.973,0.998,0.998,0.997,0.996,0.996,0.994,0.991,0.987,0.975,0.806
grow,0.039,0.017,0.026,0.02,0.014,0.017,0.015,0.032,0.024,0.014,0.101,0.733
rapidly,0.046,0.019,0.031,0.024,0.068,0.037,0.037,0.053,0.119,0.147,0.287,0.709
increase,0.018,0.984,0.999,0.999,0.998,0.997,0.997,0.996,0.994,0.992,0.981,0.804
manner,0.019,0.967,0.998,0.997,0.997,0.995,0.994,0.991,0.989,0.983,0.955,0.756
high,0.042,0.022,0.022,0.024,0.017,0.015,0.014,0.014,0.016,0.018,0.043,0.6
pitched,0.029,0.037,0.063,0.044,0.038,0.065,0.024,0.015,0.003,0.011,0.038,0.828
tone,0.073,0.009,0.032,0.031,0.036,0.041,0.028,0.022,0.028,0.016,0.02,0.664
voice,0.028,0.016,0.012,0.007,0.016,0.008,0.007,0.023,0.023,0.022,0.076,0.616
animal,0.055,0.04,0.032,0.047,0.032,0.026,0.019,0.017,0.016,0.014,0.06,0.496
human,0.015,0.966,0.997,0.997,0.996,0.995,0.994,0.992,0.988,0.983,0.964,0.704
might,0.059,0.017,0.026,0.033,0.015,0.011,0.013,0.021,0.023,0.016,0.055,0.819
sounds,0.037,0.022,0.031,0.014,0.014,0.009,0.016,0.019,0.045,0.052,0.157,0.79
animals,0.063,0.017,0.026,0.023,0.01,0.013,0.007,0.01,0.015,0.018,0.079,0.576
kept,0.033,0.007,0.006,0.007,0.011,0.014,0.008,0.016,0.011,0.016,0.082,0.754
use,0.01,0.969,0.997,0.996,0.995,0.993,0.992,0.988,0.984,0.976,0.948,0.802
profit,0.046,0.015,0.019,0.018,0.014,0.011,0.015,0.013,0.012,0.014,0.045,0.786
variety,0.03,0.034,0.061,0.041,0.048,0.023,0.023,0.031,0.039,0.051,0.172,0.764
within,0.052,0.014,0.016,0.015,0.015,0.012,0.011,0.017,0.016,0.021,0.055,0.762
discipline,0.671,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.992,0.896
branch,0.068,0.035,0.036,0.022,0.028,0.014,0.012,0.021,0.018,0.024,0.077,0.688
knowledge,0.1,0.009,0.027,0.034,0.037,0.024,0.04,0.049,0.036,0.02,0.038,0.811
records,0.012,0.007,0.02,0.019,0.022,0.039,0.02,0.01,0.015,0.027,0.107,0.736
past,0.025,0.015,0.019,0.018,0.017,0.022,0.024,0.033,0.037,0.029,0.044,0.73
events,0.052,0.015,0.039,0.045,0.038,0.024,0.033,0.029,0.034,0.023,0.036,0.709
involving,0.022,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.986,0.784
aim,0.018,0.032,0.033,0.066,0.048,0.031,0.024,0.025,0.039,0.031,0.074,0.538
attack,0.022,0.064,0.989,0.987,0.983,0.979,0.972,0.96,0.943,0.916,0.752,0.787
victim,0.092,0.039,0.048,0.055,0.057,0.046,0.052,0.056,0.097,0.101,0.257,0.741
influence,0.007,0.97,0.998,0.997,0.996,0.994,0.993,0.991,0.988,0.981,0.954,0.844
military,0.039,0.115,0.991,0.99,0.987,0.985,0.981,0.974,0.962,0.941,0.832,0.719
lost,0.066,0.017,0.027,0.032,0.032,0.029,0.023,0.025,0.033,0.032,0.061,0.618
death,0.067,0.032,0.03,0.02,0.015,0.012,0.008,0.015,0.019,0.019,0.054,0.737
capture,0.037,0.985,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.993,0.982,0.798
escape,0.047,0.988,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.995,0.991,0.917
avoid,0.008,0.974,0.998,0.998,0.998,0.997,0.997,0.995,0.993,0.989,0.969,0.88
loss,0.014,0.954,0.996,0.995,0.994,0.993,0.991,0.988,0.984,0.977,0.944,0.811
giving,0.016,0.975,0.998,0.997,0.996,0.995,0.994,0.992,0.989,0.985,0.967,0.794
up,0.034,0.022,0.026,0.032,0.023,0.024,0.02,0.015,0.018,0.02,0.067,0.632
selling,0.026,0.01,0.017,0.005,0.012,0.012,0.012,0.021,0.012,0.006,0.042,0.431
less,0.041,0.031,0.037,0.027,0.018,0.02,0.025,0.026,0.029,0.027,0.078,0.567
than,0.05,0.035,0.034,0.034,0.027,0.021,0.021,0.023,0.019,0.018,0.04,0.823
its,0.026,0.449,0.992,0.987,0.984,0.979,0.972,0.96,0.942,0.903,0.751,0.771
sharp,0.04,0.039,0.037,0.049,0.012,0.012,0.006,0.007,0.009,0.009,0.136,0.383
quantity,0.079,0.04,0.073,0.041,0.04,0.034,0.032,0.046,0.064,0.069,0.19,0.71
key,0.055,0.039,0.037,0.039,0.019,0.019,0.025,0.031,0.033,0.027,0.07,0.47
pitch,0.036,0.012,0.02,0.012,0.03,0.011,0.01,0.013,0.022,0.041,0.139,0.551
volume,0.011,0.023,0.016,0.021,0.017,0.013,0.011,0.017,0.023,0.015,0.017,0.729
likely,0.044,0.024,0.022,0.013,0.011,0.016,0.023,0.018,0.022,0.019,0.054,0.735
reasons,0.034,0.011,0.014,0.014,0.018,0.019,0.017,0.024,0.03,0.034,0.096,0.705
music,0.057,0.025,0.037,0.022,0.015,0.011,0.012,0.017,0.019,0.016,0.034,0.78
message,0.036,0.018,0.01,0.013,0.008,0.01,0.012,0.016,0.01,0.005,0.035,0.587
refusing,0.017,0.023,0.032,0.017,0.018,0.011,0.003,0.012,0.004,0.012,0.077,0.538
offered,0.053,0.028,0.037,0.024,0.017,0.013,0.011,0.015,0.04,0.053,0.15,0.637
speaking,0.047,0.019,0.014,0.03,0.014,0.025,0.035,0.042,0.052,0.046,0.108,0.542
bring,0.501,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.953
silence,0.03,0.012,0.03,0.013,0.023,0.009,0.022,0.038,0.055,0.056,0.11,0.692
opening,0.014,0.977,0.998,0.997,0.997,0.996,0.995,0.993,0.991,0.986,0.965,0.838
obstructed,0.114,0.024,0.024,0.02,0.015,0.014,0.034,0.054,0.034,0.015,0.038,0.26
